fighter_name,Height,Weight,Reach,Stance,DOB,year
Gilbert Smith,175.26,83.91452,190.5,Southpaw,"Oct 19, 1981",1981.0
Gilbert Yvel,187.96,102.0582,195.58,Orthodox,"Jun 30, 1976",1976.0
Gilles Arsene,175.26,86.18248,,Southpaw,,
Gillian Robertson,165.1,56.699,160.02,,"May 17, 1995",1995.0
Gina Carano,172.72,65.77083999999999,,Orthodox,"Apr 16, 1982",1982.0
Gina Mazany,167.64000000000001,61.23492,172.72,Southpaw,"Aug 19, 1988",1988.0
Gisele Moreira,167.64000000000001,61.23492,,Orthodox,"Jan 14, 1981",1981.0
Glaico Franca,182.88,70.30676,195.58,,"Feb 28, 1991",1991.0
Gleidson Cutis,175.26,70.30676,,Orthodox,"Feb 07, 1989",1989.0
Gleison Tibau,177.8,70.30676,180.34,Southpaw,"Oct 07, 1983",1983.0
Gleristone Santos,175.26,65.77083999999999,,,"Aug 20, 1988",1988.0
Glover Teixeira,187.96,92.98636,193.04,Orthodox,"Oct 28, 1979",1979.0
Godofredo Pepey,170.18,65.77083999999999,185.42000000000002,Orthodox,"Jul 02, 1987",1987.0
Goiti Yamauchi,177.8,65.77083999999999,,,"Jan 05, 1993",1993.0
Gokhan Saki,182.88,92.98636,185.42000000000002,Orthodox,"Oct 19, 1983",1983.0
Goldman Butler,,,,,,
Goran Reljic,190.5,92.98636,205.74,Southpaw,"Mar 20, 1984",1984.0
Grant Dawson,177.8,65.77083999999999,182.88,Switch,"Feb 20, 1994",1994.0
Gray Maynard,175.26,70.30676,177.8,Orthodox,"May 09, 1979",1979.0
Greg Hardy,195.57999999999998,120.20188,203.2,Orthodox,"Jul 28, 1988",1988.0
Greg McIntyre,177.8,70.30676,,Orthodox,"Apr 21, 1980",1980.0
Greg Nagy,185.42,95.25431999999999,,Orthodox,"Oct 18, 1983",1983.0
Greg Rebello,182.88,108.86207999999999,185.42000000000002,Southpaw,"Jun 13, 1982",1982.0
Greg Scott,175.26,65.77083999999999,,,,
Greg Soto,180.34,77.11064,185.42000000000002,Orthodox,"Jun 03, 1986",1986.0
Greg Stott,170.18,99.79024,,Southpaw,,
Greg Wilson,,70.30676,,,"Oct 02, 1988",1988.0
Gregor Gillespie,170.18,70.30676,180.34,Orthodox,"Nov 13, 1986",1986.0
Gregory Bouchelaghem,187.96,83.007336,,Switch,,
Grigorii Popov,170.18,61.23492,172.72,Switch,"Apr 18, 1984",1984.0
Guido Cannetti,167.64000000000001,61.23492,172.72,Southpaw,"Dec 19, 1979",1979.0
Guilherme Costa,,70.30676,,,,
Guilherme Vasconcelos,182.88,83.91452,187.96,Orthodox,"Mar 23, 1986",1986.0
Guilherme Viana,193.04,92.98636,,,,
Gunnar Nelson,180.34,77.11064,182.88,Switch,"Jul 28, 1988",1988.0
Gustavo Gabriel,167.64000000000001,56.699,,Orthodox,"Apr 01, 1994",1994.0
Guto Inocente,190.5,92.98636,195.58,Orthodox,"May 29, 1986",1986.0
Guy Mezger,185.42,90.7184,,Orthodox,"Jan 01, 1968",1968.0
Hacran Dias,172.72,70.30676,175.26,Orthodox,"Jun 16, 1984",1984.0
Hakeem Dawodu,172.72,65.77083999999999,185.42000000000002,Orthodox,"Jul 02, 1991",1991.0
Han Ten Yun,180.34,99.79024,,,,
Hannah Cifers,154.94,52.16308,160.02,Orthodox,"Jun 26, 1992",1992.0
Hannah Goldy,162.56,52.16308,154.94,Orthodox,"May 18, 1992",1992.0
Hans Nijman,182.88,113.398,,Switch,"Oct 23, 1959",1959.0
Hans Stringer,190.5,92.98636,185.42000000000002,Orthodox,"Jul 06, 1987",1987.0
Harold Howard,187.96,108.86207999999999,,Orthodox,,
Harris Sarmiento,175.26,70.30676,,Orthodox,"Sep 09, 1983",1983.0
Harry Moskowitz,195.57999999999998,124.7378,,Orthodox,,
Hatsu Hioki,180.34,65.77083999999999,177.8,Orthodox,"Jul 18, 1983",1983.0
Haven Torres,,56.699,,,,
Hayato Sakurai,170.18,76.203456,,Orthodox,"Aug 24, 1975",1975.0
Hayder Hassan,177.8,77.11064,177.8,,"Oct 20, 1982",1982.0
He-Man Gipson,,,,,,
Heath Herring,193.04,113.398,198.12,Orthodox,"Mar 02, 1978",1978.0
Heather Jo Clark,167.64000000000001,52.16308,162.56,,"Sep 19, 1980",1980.0
Hector Aldana,180.34,77.11064,182.88,Orthodox,"Aug 17, 1988",1988.0
Hector Lombard,175.26,83.91452,180.34,Southpaw,"Feb 02, 1978",1978.0
Hector Ramirez,182.88,92.98636,,Orthodox,"Mar 28, 1976",1976.0
Hector Sandoval,157.48000000000002,56.699,162.56,Orthodox,"Jul 19, 1986",1986.0
Hector Urbina,180.34,77.11064,185.42000000000002,Orthodox,"Sep 17, 1987",1987.0
Helio Dipp,195.57999999999998,83.91452,,Orthodox,,
Henrique da Silva,190.5,92.98636,193.04,Orthodox,"Sep 01, 1989",1989.0
Henry Briones,172.72,61.23492,175.26,,"Oct 22, 1980",1980.0
Henry Cejudo,162.56,61.23492,162.56,Orthodox,"Feb 09, 1987",1987.0
Henry Corrales,175.26,65.77083999999999,,,,
Henry Martinez,170.18,70.30676,172.72,Southpaw,"Aug 07, 1983",1983.0
Henry Miller,170.18,122.46984,,Southpaw,"Jul 16, 1969",1969.0
Herman Renting,182.88,97.52228,,Switch,,
Herman Terrado,,77.11064,,,,
Hermes Franca,167.64000000000001,70.30676,180.34,Orthodox,"Aug 26, 1974",1974.0
Hernani Perpetuo,182.88,77.11064,187.96,Orthodox,"May 24, 1985",1985.0
Herschel Walker,185.42,97.52228,,Orthodox,"Mar 03, 1962",1962.0
Hidehiko Hasegawa,175.26,77.11064,,,"Jul 13, 1978",1978.0
Hidehiko Yoshida,180.34,102.0582,,Orthodox,"Sep 03, 1969",1969.0
Hideo Tokoro,170.18,61.23492,,Orthodox,"Aug 22, 1977",1977.0
Hidetaka Monma,182.88,76.203456,,Orthodox,"Oct 23, 1973",1973.0
Hiroko Yamanaka,180.34,61.23492,,,"Oct 24, 1978",1978.0
Hiromitsu Kanehara,177.8,90.7184,,Orthodox,"Oct 05, 1970",1970.0
Hiromitsu Miura,175.26,77.11064,180.34,Orthodox,"Sep 22, 1981",1981.0
Hiroshi Izumi,,92.98636,,Orthodox,"Jun 22, 1982",1982.0
Hirotaka Yokoi,180.34,92.98636,,Orthodox,"Jun 08, 1978",1978.0
Hiroyuki Abe,167.64000000000001,65.77083999999999,,Orthodox,,
Hiroyuki Takaya,167.64000000000001,63.049288,,Orthodox,"Jun 10, 1977",1977.0
Hisaki Kato,182.88,83.91452,,,"Sep 17, 1982",1982.0
Hitomi Akano,162.56,61.23492,,Southpaw,"Jul 27, 1974",1974.0
Holly Holm,172.72,65.77083999999999,175.26,Southpaw,"Oct 17, 1981",1981.0
Homer Moore,177.8,92.98636,,Orthodox,"Nov 27, 1971",1971.0
Hong Man Choi,218.44000000000003,149.68536,,Orthodox,"Oct 30, 1980",1980.0
Horacio Gutierrez,177.8,65.77083999999999,175.26,,"Sep 15, 1990",1990.0
Houston Alexander,182.88,92.98636,182.88,Orthodox,"Mar 22, 1972",1972.0
Houston Dorr,185.42,95.25431999999999,,Orthodox,,
Hu Yaozong,190.5,92.98636,182.88,Orthodox,"Apr 07, 1995",1995.0
Hugh Pulley,182.88,70.30676,,,,
Hugo Duarte,182.88,108.86207999999999,,Orthodox,"Aug 09, 1968",1968.0
Hugo Govea,,,,,,
Hugo Sandoval,,61.23492,,,,
Hugo Viana,167.64000000000001,61.23492,170.18,Orthodox,"Sep 26, 1982",1982.0
Humberto Bandenay,180.34,65.77083999999999,,Southpaw,"Sep 04, 1994",1994.0
Humberto Brown,177.8,65.77083999999999,180.34,,"Nov 03, 1984",1984.0
Humberto DeLeon,,61.23492,,,"Nov 12, 1989",1989.0
Hunter Worsham,,83.91452,,,,
Hussain Rasouli,167.64000000000001,61.23492,,,,
Hyun Gyu Lim,190.5,77.11064,195.58,Orthodox,"Jan 16, 1985",1985.0
Ian Butler,172.72,70.30676,,,,
Ian Entwistle,165.1,61.23492,162.56,Orthodox,"Nov 19, 1986",1986.0
Ian Freeman,180.34,102.0582,,Orthodox,"Nov 10, 1966",1966.0
Ian Heinisch,180.34,83.91452,182.88,Orthodox,"Aug 05, 1988",1988.0
Ian Loveland,172.72,65.77083999999999,,Orthodox,"Sep 07, 1983",1983.0
Ian McCall,165.1,56.699,162.56,Orthodox,"May 07, 1984",1984.0
Ian Murphy,185.42,83.91452,,Orthodox,"Jun 14, 1985",1985.0
Ian Rammel,182.88,83.91452,,,"Jul 22, 1985",1985.0
Ibragim Magomedov,182.88,113.398,,Orthodox,,
Icho Larenas,190.5,106.59412,,Orthodox,"Mar 12, 1980",1980.0
Ido Pariente,172.72,70.30676,,Orthodox,,
Idris Wasi,182.88,84.368112,,,"Dec 11, 1989",1989.0
Igor Araujo,185.42,77.11064,195.58,Orthodox,"Dec 06, 1980",1980.0
Igor Borisov,182.88,106.59412,,Orthodox,,
Igor Gracie,180.34,77.11064,,,"Feb 04, 1980",1980.0
Igor Pokrajac,182.88,92.98636,193.04,Orthodox,"Jan 02, 1979",1979.0
Igor Vovchanchyn,172.72,92.98636,,Orthodox,"Aug 06, 1973",1973.0
Igor Zinoviev,185.42,90.264808,,Orthodox,,
Ikuhisa Minowa,175.26,82.100152,,Orthodox,"Jan 12, 1976",1976.0
Ildemar Alcantara,187.96,83.91452,198.12,Orthodox,"Nov 18, 1982",1982.0
Iliarde Santos,165.1,56.699,167.64000000000001,Orthodox,"Sep 25, 1980",1980.0
Ilima Macfarlane,162.56,56.699,,,,
Ilir Latifi,177.8,92.98636,185.42000000000002,Orthodox,"Jul 28, 1983",1983.0
Ilya Kotau,,77.11064,,,,
Imani Lee,,,,Orthodox,,
Ion Cherdivara,,92.98636,,,,
Ion Cutelaba,185.42,92.98636,190.5,Southpaw,"Dec 14, 1993",1993.0
Iony Razafiarison,160.02,65.77083999999999,,,"Dec 23, 1984",1984.0
Iouri Kotchkine,187.96,106.59412,,Orthodox,,
Irene Aldana,175.26,61.23492,172.72,Orthodox,"Mar 26, 1988",1988.0
Isaac Vallie-Flagg,172.72,70.30676,172.72,Orthodox,"Apr 08, 1978",1978.0
Isaiah Hill,177.8,70.30676,,,,
Isao Kobayashi,172.72,65.77083999999999,,,"Oct 28, 1988",1988.0
Islam Makhachev,177.8,70.30676,177.8,Orthodox,"Oct 27, 1991",1991.0
Ismail Naurdiev,177.8,77.11064,187.96,Orthodox,"Aug 18, 1996",1996.0
Israel Adesanya,193.04,83.91452,203.2,Switch,"Jul 22, 1989",1989.0
Israel Albuquerque,,83.91452,,Orthodox,,
Israel Delgado,177.8,70.30676,,,,
Israel Giron,172.72,70.30676,,,"Jan 16, 1974",1974.0
Issac DeJesus,,65.77083999999999,,,,
Issei Tamura,165.1,61.23492,160.02,Orthodox,"Mar 12, 1984",1984.0
Iuri Alcantara,175.26,61.23492,180.34,Southpaw,"Aug 04, 1980",1980.0
Ivan Cole,175.26,61.23492,,,"Nov 30, 1990",1990.0
Ivan Jorge,175.26,70.30676,185.42000000000002,Orthodox,"Nov 07, 1980",1980.0
Ivan Lopez,167.64000000000001,61.23492,,Southpaw,,
Ivan Menjivar,167.64000000000001,65.77083999999999,162.56,Orthodox,"May 30, 1982",1982.0
Ivan Salaverry,182.88,83.91452,,Orthodox,"Jan 11, 1971",1971.0
Ivan Serati,182.88,92.98636,,Orthodox,,
Ivan Shtyrkov,182.88,92.98636,187.96,Orthodox,"Jun 09, 1988",1988.0
Izabela Badurek,165.1,52.16308,,Orthodox,"Jul 11, 1991",1991.0
J.T Taylor,177.8,,,,,
JC Cottrell,175.26,70.30676,180.34,Orthodox,"Nov 04, 1989",1989.0
JJ Aldrich,165.1,56.699,170.18,Southpaw,"Sep 29, 1992",1992.0
JJ Ambrose,177.8,77.11064,,Orthodox,,
JJ Okanovich,180.34,70.30676,,,"Nov 04, 1990",1990.0
JP Buys,167.64000000000001,56.699,167.64000000000001,Orthodox,"Apr 30, 1996",1996.0
JP Felty,,77.11064,,,"Apr 28, 1979",1979.0
JR Coughran,167.64000000000001,65.77083999999999,180.34,Orthodox,"May 17, 1994",1994.0
JW Wright,,58.96696,,,"Jan 12, 1976",1976.0
Jacare Souza,185.42,83.91452,182.88,Orthodox,"Dec 07, 1979",1979.0
Jack Hermansson,185.42,83.91452,195.58,Orthodox,"Jun 10, 1988",1988.0
Jack Marshman,182.88,83.91452,185.42000000000002,Orthodox,"Dec 19, 1989",1989.0
Jack May,203.2,115.66596,200.66,Switch,"Apr 14, 1981",1981.0
Jack McGlaughlin,,,,Orthodox,,
Jack Morrison,180.34,92.98636,,,,
Jack Nilson,,,,,,
Jack Shore,175.26,61.23492,,,"Feb 06, 1995",1995.0
Jackie Lee,,,,,,
Jacob Kilburn,175.26,65.77083999999999,180.34,Orthodox,"Jun 28, 1995",1995.0
Jacob Noe,,92.98636,,,,
Jacob Rosales,180.34,70.30676,,Orthodox,"Jul 28, 1995",1995.0
Jacob Volkmann,175.26,70.30676,180.34,Southpaw,"Sep 05, 1980",1980.0
Jadson Costa,170.18,70.30676,,Orthodox,,
Jae Suk Lim,175.26,77.11064,,Orthodox,"Nov 09, 1979",1979.0
Jaime Alvarez,172.72,56.699,175.26,Orthodox,"Mar 08, 1988",1988.0
Jaime Jara,185.42,92.98636,,Southpaw,"Aug 02, 1969",1969.0
Jaimee Nievera,165.1,56.699,,Orthodox,"Oct 28, 1984",1984.0
Jairzinho Rozenstruik,193.04,109.76926399999999,198.12,Orthodox,"Mar 17, 1988",1988.0
Jake Collier,190.5,92.98636,198.12,Orthodox,"Oct 25, 1988",1988.0
Jake Ellenberger,175.26,77.11064,180.34,Orthodox,"Mar 28, 1985",1985.0
Jake Hecht,182.88,77.11064,193.04,Orthodox,"Feb 09, 1984",1984.0
Jake Lindsey,180.34,70.30676,180.34,Switch,"Jun 21, 1986",1986.0
Jake Matthews,180.34,77.11064,185.42000000000002,Orthodox,"Aug 19, 1994",1994.0
Jake O'Brien,190.5,92.98636,193.04,Orthodox,"Sep 25, 1984",1984.0
Jake Rosholt,185.42,83.91452,,Orthodox,"Feb 09, 1982",1982.0
Jake Shields,182.88,77.11064,182.88,Orthodox,"Jan 09, 1979",1979.0
Jakob Lovstad,190.5,92.98636,,Orthodox,,
Jalin Turner,190.5,70.30676,195.58,Southpaw,"May 18, 1995",1995.0
Jamahal Hill,193.04,113.398,,,"May 19, 1991",1991.0
Jamall Emmers,177.8,65.77083999999999,187.96,Orthodox,"Jul 24, 1989",1989.0
Jameel Massouh,177.8,65.77083999999999,182.88,Orthodox,"Sep 12, 1984",1984.0
Jamelle Jones,182.88,92.98636,190.5,Orthodox,"Jan 31, 1988",1988.0
James Barnes,172.72,65.77083999999999,,,,
James Bochnovic,193.04,92.98636,205.74,Orthodox,"Feb 13, 1989",1989.0
James Gabert,,80.739376,,,,
James Giboo,180.34,77.11064,,Orthodox,"Jan 06, 1978",1978.0
James Gray,175.26,61.23492,,Orthodox,"Oct 25, 1987",1987.0
James Hammortree,190.5,83.91452,,Orthodox,"Nov 29, 1983",1983.0
James Head,185.42,77.11064,185.42000000000002,Orthodox,"Feb 09, 1984",1984.0
James Irvin,187.96,92.98636,190.5,Orthodox,"Sep 12, 1978",1978.0
James Krause,187.96,77.11064,185.42000000000002,Orthodox,"Jun 04, 1986",1986.0
James Lee,180.34,92.98636,,Southpaw,"Sep 22, 1973",1973.0
James McSweeney,193.04,104.32616,195.58,Switch,"Oct 24, 1980",1980.0
James Moontasri,177.8,77.11064,180.34,Switch,"Apr 10, 1988",1988.0
James Mulheron,177.8,110.222856,185.42000000000002,Orthodox,"Feb 20, 1988",1988.0
James Reese,175.26,70.30676,,,"Dec 21, 1980",1980.0
James Te Huna,187.96,83.91452,190.5,Orthodox,"Sep 29, 1981",1981.0
James Terry,177.8,77.11064,,Orthodox,"Mar 16, 1981",1981.0
James Thompson,195.57999999999998,120.20188,,Orthodox,"Dec 16, 1978",1978.0
James Toney,175.26,99.79024,,Orthodox,"Aug 24, 1968",1968.0
James Vick,190.5,70.30676,193.04,Orthodox,"Feb 23, 1987",1987.0
James Wade,177.8,92.98636,,,,
James Wallace,177.8,70.30676,175.26,Orthodox,"Nov 17, 1992",1992.0
James Wilks,185.42,77.11064,190.5,Orthodox,"May 04, 1978",1978.0
James Zikic,187.96,92.98636,,Orthodox,"Mar 01, 1977",1977.0
Jamie Colleen,160.02,52.16308,165.1,Orthodox,"Nov 02, 1985",1985.0
Jamie Houston,,83.91452,,,,
Jamie Moyle,154.94,52.16308,165.1,Orthodox,"Mar 17, 1989",1989.0
Jamie Pickett,187.96,83.91452,203.2,Orthodox,"Aug 29, 1988",1988.0
Jamie Varner,172.72,70.30676,182.88,Orthodox,"Oct 12, 1984",1984.0
Jamie Yager,185.42,83.91452,,Orthodox,"Nov 29, 1983",1983.0
Jan Blachowicz,187.96,92.98636,198.12,Orthodox,"Feb 24, 1983",1983.0
Jan Finney,172.72,61.23492,,Orthodox,,
Jan Nortje,185.42,140.61352,,Southpaw,"Apr 11, 1975",1975.0
Janay Harding,,61.23492,,,,
Jared Cannonier,180.34,83.91452,195.58,Switch,"Mar 16, 1984",1984.0
Jared Chaffee,177.8,70.30676,,,"Dec 15, 1984",1984.0
Jared Gordon,175.26,70.30676,172.72,Orthodox,"Sep 06, 1988",1988.0
Jared Hamman,190.5,83.91452,190.5,Orthodox,"Mar 07, 1982",1982.0
Jared Papazian,172.72,61.23492,170.18,Southpaw,"Feb 01, 1988",1988.0
Jared Rollins,175.26,77.11064,,Orthodox,"Jan 26, 1977",1977.0
Jared Rosholt,187.96,120.20188,190.5,Orthodox,"Aug 04, 1986",1986.0
Jarjis Danho,190.5,120.20188,187.96,Orthodox,"Oct 15, 1983",1983.0
Jarred Brooks,160.02,56.699,157.48,Switch,"May 02, 1993",1993.0
Jarrod Kwitty,172.72,83.91452,,,,
Jason Black,172.72,70.30676,,Orthodox,"Jul 15, 1972",1972.0
Jason Blackford,,,,,,
Jason Brilz,180.34,92.98636,180.34,Orthodox,"Jul 07, 1975",1975.0
Jason Butcher,190.5,83.91452,,,"Oct 23, 1984",1984.0
Jason Day,182.88,83.91452,182.88,Orthodox,"May 19, 1981",1981.0
Jason DeLucia,180.34,86.18248,,Southpaw,"Jul 24, 1969",1969.0
Jason Dent,177.8,70.30676,180.34,Orthodox,"Jun 12, 1980",1980.0
Jason Fairn,185.42,104.32616,,,,
Jason Freeman,187.96,102.0582,,,"Sep 02, 1976",1976.0
Jason Gilliam,182.88,77.11064,,Orthodox,,
Jason Glaza,182.88,104.32616,,,,
Jason Godsey,187.96,104.32616,,Orthodox,,
Jason Gonzalez,187.96,70.30676,187.96,Southpaw,"Feb 28, 1990",1990.0
Jason Guida,177.8,97.068688,,,"Aug 04, 1977",1977.0
Jason High,172.72,70.30676,180.34,Southpaw,"Oct 12, 1981",1981.0
Jason Ireland,175.26,73.028312,,Southpaw,"Dec 30, 1979",1979.0
Jason Jackson,185.42,77.11064,198.12,Orthodox,"Oct 30, 1990",1990.0
Jason Knight,177.8,65.77083999999999,180.34,Orthodox,"Jul 14, 1992",1992.0
Jason Lambert,190.5,83.91452,190.5,Orthodox,"Jun 03, 1975",1975.0
Jason MacDonald,190.5,83.91452,203.2,Orthodox,"Jun 03, 1975",1975.0
Jason McLean,165.1,65.77083999999999,,,,
Jason Medina,175.26,81.64656,,,,
Jason Miller,185.42,83.91452,182.88,Orthodox,"Dec 24, 1980",1980.0
Jason Novelli,182.88,70.30676,190.5,Orthodox,"Jun 08, 1979",1979.0
Jason Reinhardt,167.64000000000001,61.23492,,Orthodox,"Oct 31, 1969",1969.0
Jason Riley,198.12,111.13004,,,"Sep 22, 1975",1975.0
Jason Saggo,180.34,70.30676,180.34,Orthodox,"Nov 23, 1985",1985.0
Jason Sharp,,92.98636,,,,
Jason Suttie,182.88,95.25431999999999,,Orthodox,"Aug 07, 1973",1973.0
Jason Tan,177.8,77.11064,,Orthodox,"Dec 17, 1981",1981.0
Jason Thacker,177.8,83.91452,,Orthodox,"Aug 18, 1975",1975.0
Jason Von Flue,182.88,77.11064,,Orthodox,"Aug 01, 1975",1975.0
Jason Young,175.26,65.77083999999999,185.42000000000002,Orthodox,"Jun 28, 1986",1986.0
Javi Alanis,167.64000000000001,61.23492,,,,
Javier Vazquez,170.18,65.77083999999999,175.26,Southpaw,"Jul 16, 1977",1977.0
Javy Ayala,185.42,120.20188,,,"Aug 20, 1988",1988.0
Jay Bogan,,65.77083999999999,,,,
Jay Cucciniello,170.18,70.30676,,Orthodox,"Jul 23, 1986",1986.0
Jay Hieron,182.88,77.11064,190.5,Orthodox,"Jul 29, 1976",1976.0
Jay Silva,187.96,83.91452,,Southpaw,,
Jean Francois Lenogue,182.88,83.91452,,Orthodox,"Nov 29, 1972",1972.0
Jean Silva,167.64000000000001,72.57472,,Orthodox,"Oct 08, 1977",1977.0
Jeff Bedard,167.64000000000001,65.77083999999999,,Orthodox,"Feb 06, 1970",1970.0
Jeff Cox,177.8,70.30676,,Orthodox,"Aug 02, 1968",1968.0
Jeff Crotty,,70.30676,,,,
Jeff Curran,167.64000000000001,61.23492,175.26,Orthodox,"Sep 02, 1977",1977.0
Jeff Hougland,170.18,61.23492,172.72,Orthodox,"Aug 02, 1978",1978.0
Jeff Hughes,187.96,113.398,198.12,Orthodox,"May 17, 1988",1988.0
Jeff Joslin,182.88,77.11064,,Orthodox,"Apr 30, 1975",1975.0
Jeff Monson,175.26,112.037224,187.96,Orthodox,"Jan 18, 1971",1971.0
Jeff Newton,187.96,92.98636,,Sideways,"Dec 11, 1966",1966.0
Jeff Terry,187.96,92.98636,,,,
Jeimeson Saudino,167.64000000000001,61.23492,,,"Mar 05, 1991",1991.0
Jenel Lausa,165.1,56.699,172.72,Orthodox,"Aug 01, 1988",1988.0
Jenna Castillo,157.48000000000002,56.699,,,"May 05, 1982",1982.0
Jennifer Maia,162.56,56.699,162.56,Orthodox,"Oct 06, 1988",1988.0
Jens Pulver,170.18,65.77083999999999,177.8,Southpaw,"Dec 06, 1974",1974.0
Jeremiah Billington,175.26,92.98636,,Orthodox,"Nov 14, 1977",1977.0
Jeremiah Constant,185.42,108.86207999999999,,Orthodox,"Jul 19, 1974",1974.0
Jeremiah Labiano,177.8,61.23492,,,,
Jeremiah Metcalf,185.42,83.91452,,Orthodox,,
Jeremiah O'Neal,172.72,117.93392,,,"Oct 25, 1977",1977.0
Jeremiah Riggs,182.88,83.91452,,,"Dec 17, 1982",1982.0
Jeremie Holloway,182.88,77.11064,,,"Sep 29, 1984",1984.0
Jeremy Boczulak,,,,,,
Jeremy Hamilton,,83.91452,,,"Nov 14, 1984",1984.0
Jeremy Horn,185.42,83.91452,187.96,Orthodox,"Aug 25, 1975",1975.0
Jeremy Jackson,177.8,77.11064,,Orthodox,"Sep 19, 1982",1982.0
Jeremy Kennedy,180.34,65.77083999999999,180.34,Orthodox,"Sep 16, 1992",1992.0
Jeremy Kimball,182.88,92.98636,182.88,Switch,"Jan 03, 1991",1991.0
Jeremy Lang,180.34,92.98636,,Southpaw,"May 11, 1975",1975.0
Jeremy Larsen,177.8,65.77083999999999,177.8,Orthodox,"May 18, 1984",1984.0
Jeremy Malaterre,180.34,70.30676,,,,
Jeremy May,185.42,83.91452,,,"Oct 23, 1986",1986.0
Jeremy Stephens,172.72,65.77083999999999,180.34,Orthodox,"May 25, 1986",1986.0
Jeremy Tavares,,61.23492,,,,
Jeremy Umphries,,72.57472,,,,
Jeremy Wallace,175.26,,,,,
Jeri Sitzes,165.1,56.699,,,,
Jermaine Andre,170.18,90.7184,,Orthodox,,
Jerome LeBanner,190.5,120.20188,,Southpaw,"Dec 26, 1972",1972.0
Jerrel Venetiaan,185.42,88.45044,,Orthodox,"Mar 09, 1971",1971.0
Jerrod Sanders,172.72,61.23492,182.88,Orthodox,"Oct 01, 1979",1979.0
Jerron Peoples,182.88,77.11064,,,"May 04, 1982",1982.0
Jerry Bohlander,180.34,90.264808,,Orthodox,"Feb 12, 1974",1974.0
Jess Bouscal,,70.30676,,,,
Jess Liaudin,175.26,77.11064,182.88,Orthodox,,
Jessamyn Duke,180.34,61.23492,185.42000000000002,,"Jun 24, 1986",1986.0
Jesse Bongfeldt,182.88,83.91452,,Orthodox,"Aug 28, 1980",1980.0
Jesse Finney,182.88,77.11064,,,"Jul 11, 1974",1974.0
Jesse Forbes,187.96,83.91452,190.5,Southpaw,"Oct 24, 1984",1984.0
Jesse Fujarczyk,193.04,102.0582,,Southpaw,"Jan 28, 1983",1983.0
Jesse Gillespie,,83.91452,,,,
Jesse Jones,175.26,77.11064,,,,
Jesse Juarez,185.42,77.11064,,Orthodox,"May 08, 1981",1981.0
Jesse Lennox,175.26,77.11064,182.88,Orthodox,"Mar 10, 1982",1982.0
Jesse Moreng,170.18,65.77083999999999,,Orthodox,"Nov 09, 1979",1979.0
Jesse Ronson,177.8,70.30676,182.88,Southpaw,"Dec 24, 1985",1985.0
Jesse Sanders,182.88,77.11064,,Orthodox,,
Jesse Taylor,182.88,77.11064,185.42000000000002,Orthodox,"Jan 02, 1983",1983.0
Jessica Aguilar,160.02,52.16308,160.02,Orthodox,"May 08, 1982",1982.0
Jessica Andrade,154.94,52.16308,157.48,Orthodox,"Sep 25, 1991",1991.0
Jessica Eye,167.64000000000001,56.699,167.64000000000001,Orthodox,"Jul 27, 1986",1986.0
Jessica Penne,165.1,52.16308,170.18,,"Jan 30, 1983",1983.0
Jessica Rakoczy,170.18,52.16308,172.72,Orthodox,"Apr 14, 1977",1977.0
Jessica-Rose Clark,165.1,56.699,162.56,Orthodox,"Nov 28, 1987",1987.0
Jessin Ayari,182.88,70.30676,185.42000000000002,Orthodox,"May 31, 1992",1992.0
Jesus Pinedo,177.8,70.30676,,,"Jun 22, 1996",1996.0
Ji Yeon Kim,170.18,56.699,182.88,Orthodox,"Oct 18, 1989",1989.0
Jianping Yang,170.18,65.77083999999999,165.1,Orthodox,"Nov 27, 1988",1988.0
Jim Alers,175.26,65.77083999999999,180.34,Orthodox,"Oct 14, 1986",1986.0
Jim Miller,172.72,70.30676,180.34,Southpaw,"Aug 30, 1983",1983.0
Jim Mullen,185.42,97.52228,,Southpaw,,
Jimi Manuwa,185.42,92.98636,200.66,Orthodox,"Feb 18, 1980",1980.0
Jimmie Rivera,162.56,61.23492,172.72,Orthodox,"Jun 29, 1989",1989.0
Jimmy Ambriz,187.96,142.88148,,Southpaw,"Jan 26, 1970",1970.0
Jimmy Crute,187.96,92.98636,187.96,Orthodox,"Mar 04, 1996",1996.0
Jimmy Quinlan,182.88,83.91452,182.88,Orthodox,"May 25, 1986",1986.0
Jimmy Wallhead,177.8,77.11064,185.42000000000002,Orthodox,"Mar 14, 1984",1984.0
Jimy Hettes,175.26,65.77083999999999,180.34,Southpaw,"Jun 09, 1987",1987.0
Jin Oh Kim,175.26,92.98636,,Orthodox,,
Jin Soo Son,167.64000000000001,61.23492,175.26,Orthodox,"Apr 01, 1993",1993.0
Joachim Christensen,190.5,92.98636,193.04,Orthodox,"Nov 07, 1978",1978.0
Joachim Hansen,170.18,68.0388,,Southpaw,"May 26, 1979",1979.0
Joanna Jedrzejczyk,167.64000000000001,56.699,165.1,Orthodox,"Aug 18, 1987",1987.0
Joanne Calderwood,167.64000000000001,56.699,165.1,Orthodox,"Dec 23, 1985",1985.0
Joao Paulo Faria,175.26,70.30676,,,,
Joao Pierini,185.42,70.30676,,Switch,"Dec 11, 1971",1971.0
Joao Roque,167.64000000000001,70.30676,,Orthodox,"Jul 22, 1971",1971.0
Joao Zeferino,180.34,77.11064,185.42000000000002,Orthodox,"Jan 15, 1986",1986.0
